investor_id,company_id
SoftBank Group,413
Atomico,413
Andreessen Horowitz,414
Google Ventures,414
Section 32,414
Eastern Bell Capital 32,415
SDIC CMC Investment Management,415
Trustbridge Partners,415
Bain Capital Ventures,416
Sixth Street Growth,416
Lightspeed Venture Partners,416
General Atlantic,417
Breakthrough Energy Ventures,417
Viking Global Investors,417
Zhangjiang Haocheng Venture Capital,418
Walden International,418
Intel Capital,418
Deer Park Road,419
Altamont Capital Partners,419
Eldridge,419
Sequoia Capital China,420
Banyan Capital,420
8VC,421
D1 Capital Partners,421
Sway Ventures,421
8VC,422
Menlo Ventures,422
Tiger Global Management,422
Eight Roads Ventures,423
One Peak Partners,423
Creandum,423
Plug and Play Ventures,424
Valor Capital Group,424
DST Global,424
Polychain Capital,425
Coinbase Ventures,425
Jump Capital,425
SoftBank Group,426
SAIF Partners India,426
Valiant Capital Partners,426
Foundation Capital,427
Institutional Venture Partners,427
General Catalyst,427
VY Capital,428
Accel,428
Elevation Capital,428
ICONIQ Growth,429
Bain Capital Ventures,429
Summit Partners,429
Lightspeed Venture Partners,430
Sapphire Ventures,430
Kleiner Perkins Caufield & Byers,430
GSR Ventures,431
Sapphire Ventures,431
Streamlined Ventures,431
Accel,432
Passion Capital,432
Balderton Capital,432
Venrock,433
CVF Capital Partners,433
ARCH Venture Partners,433
Cherry Ventures,434
Northzone Ventures,434
Global Founders Capital,434
Tencent Holdings,435
CRV,435
Clocktower Technology Ventures,435
Breyer Capital,436
Hedosophia,436
Dragonfly Capital,437
BAI Capital,437
10T Fund,437
L Capital Partners,438
GGV Capital,439
BlackRock,439
ACE & Company,439
Y Combinator,440
M12,440
SEEK,440
Cowboy Ventures,441
Leaders Fund,441
GGV Capital,441
Andreessen Horowitz,442
Coinbase Ventures,442
Circle Ventures,442
RRE Ventures,443
Tiger Global,443
August Capital,443
Sequoia Capital China,444
Matrix Partners China,444
58.com,444
Accel Partners,445
Index Ventures,445
Insight Venture Partners,445
Zheshang Venture Capital,446
GP Capital,446
Western Capital Management,446
Y Combinator,447
Matrix Partners,447
Benchmark,447
Toyota Motor Corporation,448
Mizuho Financial Group,448
FANUC,448
Pitango Venture Capital,449
DFJ Growth Fund,449
Foundry Group,449
Sequoia Capital China,450
China Construction Bank,450
Bank of China,450
Insight Venture Partners,451
TPG Growth,451
Sound Ventures,451
Insight Partners,452
TPG Alternative & Renewable Technologies,452
Ireland Strategic Investment Fund,452
Qiming Venture Partners,453
Capital Today,453
General Atlantic,453
Nexus Venture Partners,454
Tenaya Capital,454
Sequoia Capital,454
GGV Capital,455
IDG Capital,455
Linear Venture,455
Magma Venture Partners,456
Pitango Venture Capital,456
Qumra Capital,456
Bertelsmann Asia Investments,457
GGV Capital,457
Morningside Venture Capital,457
Viola Ventures,458
Dell Technologies Capital,458
Bain Capital Ventures,458
Matrix Partners China,459
Eastern Bell Capital,459
Hongtai Capital Holdings,459
Blackrock,460
capitalG,460
World Lab Innovation,460
Caffeinated Capital,461
Obvious Ventures,461
Venrock,461
Blackstone,462
Jerusalem Venture Partners,463
Israel Growth Partners,463
Insight Partners,463
Tiantu Capital,464
CMB International Capital,464
Vision Knight Capital,464
Highland Capital Partners,465
Oak HC/FT Partners,465
Emergence Capital,465
Tomales Bay Capital,466
Bain & Company,466
General Catalyst,466
Index Ventures,467
Creandum,467
Accel,467
Meritech Capital Partners,468
Tiger Global Management,468
Spectrum Equity,468
Sequoia Capital,469
Google Ventures,469
Accel,469
Accel,470
frst,470
Kima Ventures,470
Matrix Partners China,471
Sequoia Capital China,471
Genesis Capital,471
next47,472
MaC Venture Capital,472
FinVC,472
CRV,473
Blue Cloud Ventures,473
Index Ventures,473
Undisclosed,474
Alta Ventures Mexico,475
General Atlantic,475
SoftBank Group,475
Qualcomm Ventures,476
SoftBank Group,476
Monashees+,476
Insight Partners,477
Tiger Global Management,477
Gradient Ventures,477
A&NN,478
Rusnano,478
Tencent Holdings,479
5Y Capital,479
Sequoia Capital China,479
Andreessen Horowitz,480
Caffeinated Capital,480
SciFi VC,480
Upfront Ventures,481
Tao Capital Partners,481
Andreessen Horowitz,481
Sequoia Capital China,482
Source Code Capital,482
Redpoint Ventures China,482
Ignition Partners,483
Formation 8,483
CRV,483
Japan Post Capital,484
Globis Capital Partners,484
Atomico,484
Accel,485
D1 Capita Partners,485
Greenoaks Capital Management,485
Rethink Impact,486
Work-Bench,486
RRE Ventures,486
Northern Light Venture Capital,487
Xiaomi,487
FutureX Capital,487
Vision Plus Capital,488
GSR Ventures,488
ZhenFund,488
Benchmark,489
Altimeter Capital,489
Quiet Capital,489
Obvious Ventures,490
Qualcomm Ventures,490
Andreessen Horowitz,490
Northzone Ventures,491
White Star Capital,491
Novator Partners,491
Lightspeed Venture Partners,492
Almaz Capital Partners,492
Altimeter Capital,492
K9 Ventures,493
Menlo Ventures,493
Andreessen Horowitz,493
Gauss Ventures,494
Ventura Capital,494
dmg ventures,494
ClalTech,495
Vertex Ventures,495
Oryzn Capital,495
Sequoia Capital,496
Paradigm,496
Pantera Capital,496
Andreessen Horowitz,497
Kleiner Perkins Caufield & Byers,497
EQT Ventures,497
Khosla Ventures,498
Green Innovations,498
Founders Fund,498
SoftBank Group,499
Maverick Capital,499
Hopu Investment Management,500
Boyu Capital,500
DC Thomson Ventures,500
Breega Capital,501
Iris Capital,501
360 Capital Partners,501
Lightspeed Venture Partners,502
Redpoint Ventures,502
Norwest Venture Partners,502
DCM Ventures,503
IDG Capital,503
Siam Commercial Bank,503
Blackstone,504
Bessemer Venture Partners,504
SEED Capital,505
Greyhound Capital,505
Socii Capital,505
Qualcomm Ventures,506
Accel,506
Canaan Partners,506
Matrix Partners,507
North Bridge Venture Partners,507
Venrock,507
Tiger Global Management,508
Lightspeed Venture Partners,508
Hillhouse Capital Management,508
Sequoia Capital China,509
IDG Capital,509
Qiming Venture Partners,509
Betaworks Ventures,510
Addition,510
Lux Capital,510
Insight Partners,511
Kibo Ventures,511
Bessemer Venture Partners,511
Health Velocity Capital,512
Porsche,513
InvestIndustrial,513
SoftBank Group,513
Volcanics Ventures,514
Vertex Ventures China,514
Warburg Pincus,514
Quiet Ventures,515
ETFS Capital,515
Collab+Currency,515
Fifty Years Fund,516
Refactor Capital,516
Temasek,516
Black Pearl Ventures,517
Stonebridge Ventures,517
Yuanta Investment Korea,517
Global Founders Capital,518
Aglae Ventures,518
Alven Capital,518
FirstMark Capital,519
Tiger Global Management,519
ICONIQ Capital,519
K2VC,520
Lightspeed China Partners,520
Sky9 Capital,520
Point72 Ventures,521
Pelion Venture Partners,521
Commerce Ventures,521
Tiger Global Management,522
Sequoia Capital India,522
Ribbit Capital,522
e.ventures,523
Bain Capital Ventures,523
Greycroft,523
Accel,524
14W,524
GS Growth,524
Khosla Ventures,525
Bain Capital Ventures,525
Lightspeed Venture Partners,525
Benchmark,526
Sequoia Capital,526
TPG Capital,526
Sixth Street Partners,527
Declaration Partners,527
Maverick Ventures Israel,527
Bain Capital Ventures,528
SoftBank Group,528
Fifth Wall Ventures,528
btov Partners,529
Geely,529
Intel Capital,529
Automobile Industry Guidance Fund,530
Salesforce Ventures,531
ATP Investment,531
kt investment,531
The Carlyle Group,532
CVC Capital Partners,532
Founders Fund,533
Khosla Ventures,533
Goldman Sachs,533
OKX Ventures,534
Sequoia Capital China,534
IOSG,534
Fashion Tech Lab,535
Fidelity Investments,535
Vast Ventures,535
Google Ventures,536
Kleiner Perkins Caufield & Byers,536
Stripes Group,536
Viola Ventures,537
Insight Partners,537
ClalTech,537
Goldman Sachs,537
SOSV,538
Khosla Ventures,538
Lerer Hippeau,538
RRE Ventures,539
Google Ventures,539
Bramalea Partners,539
Gunosy Capital,540
Blume Ventures,540
Das Capital,540
Future Ventures,541
Apeiron Investment Group,541
Moore Capital Management,541
Jiangsu Sha Steel Group,542
Shanghai Puyin Industry,542
Funa Yuanchuang Technology,542
Blumberg Capital,543
American Express Ventures,543
BDC Capital,543
General Catalyst,544
Eleation Capital,544
Avenir Growth Capital,544
Bain Capital Ventures,545
Founders Fund,545
Winklevoss Capital,545
YL Ventures,546
Redpoint Ventures,546
GGV Capital,546
Redpoint Ventures,547
QiMing Venture Partners,547
Chengwei Capital,547
Viking Global Investors,548
GS Growth,548
BlackRock,548
Thrive Capital,549
Tiger Global Management,549
Temasek,549
Tao Capital Partners,550
Global Asset Capital,550
Tiger Global Management,550
Alta Partners,551
Questa Capital,551
Echo Health Ventures,551
Liberty Global Ventures,552
Sageview Capital,552
Blue Cloud Ventures,552
Lightspeed Venture Partners,553
Google Ventures,553
General Catalyst,553
Sequoia Capital,554
Uncork Capital,554
Salesforce Ventures,554
General Catalyst,555
Samsung NEXT,555
CVS Health,555
Altitude Life Science Ventures,556
SoftBank Group,556
Alaska Permanent Fund,556
A16z Crypto,557
Variant Fund,557
Paradigm,557
Jungle Ventures,558
Square Peg Capital,558
OpenSpace Ventures,558
Insight Partners,559
Sequoia Capital,559
Index Ventures,559
Threshold Ventures,560
Baseline Ventures,560
Harrison Metal,560
Stripe,561
Founders Fund,561
Partech Partners,561
Eurazeo,562
IDInvest Partners,562
Balderton Capital,562
DataTribe,563
Energy Impact Partners,563
AllegisCyber Capital,563
Crosslink Capital,564
.406 Ventures,564
Sapphire Ventures,564
Nexus Venture Partners,565
Transamerica Ventures,565
Crane Venture Partners,565
Greycroft,566
Lerer Hippeau,566
Geekdom Fund,566
Gobi Partners,567
500 Startups,567
Ondine Capital,567
Index Ventures,568
Kleiner Perkins Caufield & Byers,568
Bessemer Venture Partners,568
SoftBank Group,569
Access Industries,569
Crossbeam Venture Partners,569
Paradigm,570
Huobi Ventures,570
Andreessen Horowitz,570
Obvious Ventures,571
Andreessen Horowitz,571
NFX,571
Boxin Capital,572
DT Capital Partners,572
IDG Capital,572
Alta Partners,573
General Catalyst,573
Jove Equity Partners,573
Alpha Wave Global,574
Matrix Partners India,574
Tiger Global Management,574
Cybernaut Growth Fund,575
IDG Capital,575
Yabeo Capital,576
SBI Investment,576
Vulcan Capital,576
Crosslink Capital,577
Meritech Capital Partners,577
Lightspeed Venture Partners,577
TPG Growth,578
Goldman Sachs,578
GAM Holding,579
People Electrical Appliance Group China,580
Zhongrong International Trust,580
Sequoia Capital,581
Bain Capital Ventures,581
enaya Capital,581
Mayfield Fund,582
Shasta Ventures,582
L Catterton,582
OMERS Private Equity,583
T. Rowe Price,583
Technology Crossover Ventures,583
Blackbird Ventures,584
IndexVentures,584
Tiger Global Management,584
GGV Capital,585
Accel,585
Redpoint Ventures,585
Andreessen Horowitz,586
Greylock Partners,586
Sequoia Capital,586
GreatPoint Ventures,587
Meritech Capital Partners,587
PayPal Ventures,587
Altitude Life Science Ventures,588
T. Rowe Price,588
Morningside Venture Partners,588
Technology Crossover Ventures,589
Accel,589
Aker,589
March Capital Partners,590
HOF Capital,590
Emergence Capital,590
BEENEXT,591
World Innovation Lab,591
Light Street Capital,591
Andreessen Horowitz,592
Coatue Management,592
Clocktower Technology Ventures,592
Zeev Ventures,593
Menlo Ventures,593
Crosslink Capital,593
Initialized Capital,594
Sound Ventures,594
TI Platform Management,594
Insight Venture Partners,595
ICONIQ Capital,595
Launchpad Venture Group,595
QED Investors,596
DST Global,596
Left Lane Capital,596
Sequoia Capital,597
Index Ventures,597
S Capital,597
General Catalyst,598
BaltCap,598
Novator Partners,598
Craft Ventures,599
Sequoia Capital,599
Verissimo Ventures,599
Sequoia Capital,600
Lightspeed Venture Partners,600
Paradigm,600
Y Combinator,601
Andreessen Horowitz,601
Bessemer Venture Partners,601
IFC,602
Ajinomoto,602
Shunwei Capital Partners,603
5Y Capital,603
Legend Capital,603
Moderne Ventures,604
Oakhouse Partners,604
Bjarke Ingels Group,604
Guiyang Venture Capital,605
Longfor Capital,605
CAOGENZHIBEN GROUP,605
Bessemer Venture Partners,606
Eniac Ventures,606
Canapi Ventures,606
Guozhong Venture Capital Management,607
Shenzhen Capital Group,607
Oriental Fortune Capital,607
Centurium Capital,608
Cedarlake Capital,608
Unicom Innovation Venture Capital,608
Sequoia Capital China,609
Warburg Pincus,609
IDG Capital,609
CE-Ventures,610
BECO Capital,610
Nordstar,610
Kleiner Perkins Caufield & Byers,611
Sequoia Capital,611
General Catalyst,611
China Creation Ventures,612
Sierra Ventures,612
Xingwang Investment Management,612
Alibaba Group,613
Co-Stone Venture Capital,613
Buhuo Venture Capital,613
Insight Partners,614
AltaIR Capital,614
Norma Investments,614
Mundi Ventures,615
Doqling Capital Partners,615
Activant Capital,615
Anglo American,616
Camber Creek,617
Kairos HQ,617
Fifth Wall Ventures,617
Sequoia Capital,618
General Atlantic,618
Clocktower Technology Ventures,619
DILA Capital,619
Kaszek Ventures,619
Foundation Capital,620
Institutional Venture Partners,620
Founders Capital,620
MPM Capital,621
Astellas Venture Management,621
F2 Ventures,621
GGV Capital,622
QiMing Venture Partnersl,622
Warburg Pincus,623
Aviation Industry Corporation of China,623
Volkswagen,624
Access Industries,624
Vostok New Ventures,624
Alibaba Group,625
China Everbright Limited,625
Yinxinggu Capital,625
Trustbridge Partners,626
IDG Capital,626
Sequoia Capital China,626
Morningside Ventures,627
Capital Today,627
JOY Capital,627
Legend Capital,628
CDH Investments,628
Sequoia Capital China,628
Source Code Capital,629
Meituan Dianping,629
Tencent Holdings,629
SoftBank Group,630
New Enterprise Associates,631
Founders Fund,631
Google Ventures,631
Jackson Square Ventures,632
Madrone Capital Partners,632
Sequoia Capital,632
Norwest Venture Partners,633
Accel,633
Tiger Global Management,633
Max Ventures,634
Mangrove Capital Partners,634
14W,634
Rubicon Technology Partners,635
Max Ventures,635
Inclusive Capital Partners,635
Moonshots Capital,636
BoxGroup,636
Blu Venture Investors,636
Sequoia Capital,637
Y Combinator,637
F-Prime Capital,637
Deciens Capital,638
Bezos Expeditions,638
500 Startups,638
Digital Currency Group,639
Draper Esprit,639
Korelya Capital,639
Amiti Ventures,640
Playground Global,640
Aleph,640
Source Code Capital,641
Coatue Management,641
DCM Ventures,641
Redpoint Ventures,642
Providence Equity Partners,642
Silversmith Capital Partners,642
Mayfield Fund,643
Insight Partners,643
Rembrandt Venture Partners,643
Kaszek Ventures,644
SOSV,644
Tiger Global Management,644
Felicis Ventures,645
Index Ventures,645
Blackbird Ventures,645
Insight Partners,646
Coinbase Ventures,646
PayPal Ventures,646
Global Founders Capital,647
Shea Ventures,647
Greycroft,647
VGames,648
Lakestar,648
Galaxy Interactive,648
Scale Venture Partners,649
Sapphire Ventures,649
Battery Ventures,649
Coatue Management,650
Index Ventures,650
Founders Fund,650
Ant Group,651
Charoen Pokphand Group,651
Bow Wave Capital,651
Spark Capital,652
Google Ventures,652
CRE Venture Capital,652
Nyca Partners,653
Index Ventures,653
Technology Crossover Ventures,653
Insight Partners,654
Softbank Group,654
Connect Ventures,654
Accomplice,655
Polychain Capital,655
GoldenTree Asset Management,655
PSG,656
ION Crossover Partners,656
Chiratae Ventures,657
Accel,657
Kalaari Capital,657
Redpoint e.ventures,658
Valor Capital Group,658
SoftBank Latin America Fund,658
Brighton Park Capital,659
Blue Cloud Ventures,659
Workday Ventures,659
Accel,660
Benchmark,660
SV Angel,660
Samsung Ventures,661
SingulariTeam,661
BP Ventures,661
L Catterton,662
Franklin Templeton,662
First Light Capital Group,662
Index Ventures,663
Eight Roads Ventures,663
General Atlantic,663
Accel,664
Institutional Venture Partners,664
Tiger Global Management,664
Sequoia Capital,665
General Catalyst,665
Human Capital,665
Kalaari Capital,666
Norwest Venture Partners,666
Prosus Ventures,666
General Catalyst,667
Origin Ventures,667
Fontinalis Partners,667
Amplify Partners,668
Addition,668
Madrona Venture Group,668
Redpoint Ventures,669
Norwest Venture Partners,669
Sierra Ventures,669
Sodexo Ventures,670
SoftBank Group,670
DeFi Technologies,671
Hypersphere Ventures,671
M13,671
Bessemer Venture Partners,672
Builders VC,672
General Catalyst,672
New Enterprise Associates,673
Matrix Partners,673
Susa Ventures,673
Viking Global Investors,674
Riverwood Capital,674
Lightrock,674
BMW i Ventures,675
Metaplanet,675
Maersk Growth,675
Global Emerging Markets,676
Sram & Mram Group,676
Marshland Capital,676
Eastern Bell Capital,677
Capital Today,677
Longzhu Capital,677
China Grand Prosperity Investment,678
CSC Group,678
BoxGroup,679
Energy Impact Partners,679
Camber Creek,679
Trinity Ventures,680
Fifth Wall Ventures,680
OpenView Venture Partners,680
Marathon Venture Partners,681
Huagai Capital,681
China Creation Ventures,681
Hongtai Capital Holdings,682
Jintou Zhiyuan,682
Baidu,683
Tencent Holdings,683
Ding Xiang Capital,684
New Hope Fund,684
Sino-Ocean Capital,684
Taigang Venture Capital,685
General Atlantic,686
Left Lane Capital,687
Clocktower Technology Ventures,687
Jump Capital,687
Slow Ventures,688
Andreessen Horowitz,688
SoftBank Group,688
Temasek,689
BUILD Capital Partners,689
Northzone Ventures,689
Index Ventures,690
Thrive Capital,690
Bain Capital Ventures,690
Sequoia Capital China,691
China Life Investment Holding Company,691
Qiming Venture Partners,691
Kickstart Fund,692
General Catalyst,692
Drive Capital,692
Mayfield,693
Accel,693
Norwest Venture Partners,693
Mayfield,694
Accel,694
Norwest Venture Partners,694
Initialized Capital,695
Canaan Partners,695
Sound Ventures,695
Bonfire Ventures,696
Two Sigma Ventures,696
FJ Labs,696
Andreessen Horowitz,697
Initialized Capital,697
TriplePoint Capital,697
Newion Partners,698
SmartFin Capital,698
OMERS Ventures,698
March Capital Partners,699
Temasek,699
Doha Venture Capital,699
MUFG Innovation Partners,700
Spark Capital,700
TLV Partners,701
Zeev Ventures,701
Bessemer Venture Partners,701
New Enterprise Associates,702
Tiger Global Management,702
Tencent,702
BNP Paribas,703
Goldman Sachs,703
Google,703
Phoenix New Media,704
Tianjin Haihe Industry Fund,704
Seaya Ventures,705
Otter Rock Capital,705
Rakuten,705
Eastern Bell Capital,706
SF Holding Co,706
STO Express,706
Global Founders Capital,707
Comcast Ventures,707
Forerunner Ventures,707
New Enterprise Associates,708
CRV,708
Index Ventures,708
EQT Partners,709
Blackstone,709
Bessemer Venture Partners,710
Vintage Investment Partners,710
Blumberg Capital,710
Sequoia Capital India,711
Lightbox Ventures,711
Coatue Management,711
Greylock Partners,712
General Catalyst,712
Khosla Ventures,712
Goodwater Capital,713
Entree Capital,713
Valar Ventures,713
Durable Capital Partners,714
Cercano Management,714
T. Rowe Price,714
KKR,715
Aspenwood Ventures,715
Spark Capital,715
IMM Investment,716
Mirae Asset Capital,716
BOND,716
Notion Capital,717
Kindred Capital,717
BGF Ventures,717
Sequoia Capital India,718
Hummingbird Ventures,718
Matrix Partners India,718
Qualcomm Ventures,719
Fireside Ventures,719
Sierra Ventures,720
AXA Venture Partners,720
Sigma Prime Ventures,720
Helion Venture Partners,721
Tiger Global management,721
CRV,721
Signal Peak Ventures,722
Owl Ventures,722
Jump Capital,722
Refactor Capital,723
Andreessen Horowitz,723
Fifty Years Fund,723
BlackRock,724
Tengelmann Ventures,724
Holtzbrinck Ventures,724
Simon Equity Partners,725
Wavemaker Partners,725
Anthem Venture Partners,725
Innovation Endeavors,726
s28 Capital,726
Lightspeed Venture Partners,726
Y Combinator,727
S Capital,727
Tenaya Capital,727
Lightspeed Venture Partners,728
Access Industries,728
Eldridge,728
Sequoia Capital,729
Four Rivers Group,729
DAG Ventures,729
Propel Venture Partners,730
Monashees+,730
BBVA,730
Contour Venture Partners,731
Intel Capital,731
Silver Lake,731
DESUN Capital,732
Yunfeng Capital,732
Meridian Capital,732
Sequoia Capital China,733
Goldman Sachs,733
Matrix Partners China,733
Green Pine Capital Partners,734
Ivy Capital,734
DCM Ventures,734
8VC,735
Bedrock Capital,735
Broom Ventures,735
Menlo Ventures,736
Resolute Ventures,736
IA Ventures,736
Tencent Holdings,737
Glory Ventures,737
Shenzhen Capital Group,737
Marchmont Ventures,738
BMW i Ventures,738
Index Ventures,738
Atinum Investment,739
Company K Partners,739
GIC,739
Kleiner Perkins Caufield & Byers,740
Comcast Ventures,740
Insight Partners,740
Goldman Sachs,741
Advantech Capital,742
Temasek Holdings Ltd.,742
Tiantu Capital Co.,742
SC.Holdings,743
Not Boring Capital,743
Bolt Ventures,743
Qiming Venture Partners,744
China Internet Investment Fund,744
Qualcomm Ventures,744
ARCH Venture Partners,745
Ally Bridge Group,745
InnoVentures Capital Partners,746
BlueCross BlueShield Venture Partners,747
US Venture Partners,747
Bertelsmann India Investments,748
March Capital Partners,748
Tribe Capital,748
Nirvana Venture Advisors,748
Undisclosed,749
York Capital Management,750
GE Healthcare,750
Koch Disruptive Technologies,750
Highland Capital Partners,751
Next Coast Ventures,751
SoGal Ventures,751
Coatue Management,752
H Capital,752
Capital Today,752
N5 Capital,753
CR Capital Mgmt,753
JD Digits,753
Insight Partners,754
Silversmith Capital Partners,754
Spotify,754
Kaszek Ventures,755
QED Investors,755
International Finance Corporation,755
Bessemer Venture Partners,756
Menlo Ventures,756
Anthermis,756
SignalFire,757
GLP Capital Partners,757
Google Ventures,757
Lightspeed Venture Partners,758
Dell Technologies Capital,758
Wipro Ventures,758
Liberty City Ventures,759
Soros Fund Management,759
Summer Capital,759
LocalGlobe,760
Kinnevik,760
Felix Capital,760
Left Lane Capital,761
Walden Venture Capital,761
Zeev Ventures,762
GSV Ventures,762
Initialized Capital,763
General Catalyst,763
Kraken Ventures,763
Chromo Invest,764
Maersk Growth,764
BlackRock,764
UNITY VENTURES,765
Qiming Venture Partners,765
GGV Capital,765
Insight Partners,766
B Capital Group,766
Lightspeed Venture Partners,766
AirTree Ventures,767
Insight Partners,767
Index Ventures,767
Insight Partners,768
Sequoia Capital,768
Stripes Group,768
Caffeinated Capital,769
Initialized Capital,769
Y Combinator,769
General Atlantic,770
CVS Health,770
MassMutual Ventures,770
Dynamo VC,771
Susa Ventures,771
Founders Fund,771
Bessemer Venture Partners,772
Insight Partners,772
Pitango Venture Capital,772
Nordic Capital,773
FirstMark Capital,774
Tiger Global Management,774
Mitsubishi Corporation,775
Mayfair Equity Partners,775
IDG Capital,776
Gaocheng Capital,776
Chuanrong Capital,776
Dark Horse Technology Group,777
Hopu Investment Management,777
Kefa Capital,777
FTV Capital,778
Tencent Holdings,779
Utrust Venture Capital,779
GF Xinde Investment Management Co.,779
IDG Capital,780
Yuanda Venture Investment,780
Primitive Forest Holdings Group,780
BOLDstart Ventures,781
SAP.iO Fund,781
Scale Venture Partners,781
Sequoia Capital China,782
CMC Capital Partners,782
Tencent Holdings,782
Passion Capital,783
Hedosophia,783
Outrun Ventures,783
Andreessen Horowitz,784
Prosus Ventures,784
Thrive Capital,784
Javelin Venture Partners,785
Struck Capital,785
Alumni Ventures Group,785
DILA Capital,786
Framework Ventures,786
3L,786
Andreessen Horowitz,787
Bessemer Venture Partners,787
Coatue Management,787
Tencent Holdings,788
Tiger Global Management,788
Global Founders Capital,788
Madrona Venture Group,789
Banner Ventures,789
FJ Labs,789
Sequoia Capital,790
Y Combinator,790
Accel,790
G Squared,791
UiPath Ventures,791
General Catalyst,791
General Catalyst,792
Unkork Capital,792
Tencent Holdings,792
TSG Consumer Partners,793
Crowdcube,793
Tencent Holdings,794
Delta Capital,794
Redpoint Ventures China,794
Qiming Venture Partners,795
Accel,796
Founder Collective,796
Brainchild Holdings,796
Nextech Invest,797
Casdin Capital,797
Google Ventures,797
Trane Technologies,798
Honeywell,798
Leta Capital,799
Insight Partners,799
General Catalyst,799
Cool Japan Fund,800
JAFCO,800
The Carlyle Group,800
Wamda Capital,801
Endeavor,801
Riverwood Capital,801
The Column Group,802
Alexandria Venture Investments,802
Lux Capital,802
CRV,803
Tiger Global Management,803
Y Combinator,803
BMW i Ventures,804
Breakthrough Energy Ventures,804
Volta Energy Technologies,804
Alibaba Group,805
KKR,805
Goldman Sachs,805
CreditEase Fintech Investment Fund,806
BMW i Ventures,806
SoftBank Group,806
Forerunner Ventures,807
Institutional Venture Partners,807
Thrive Capital,807
ICG,808
Madrona Venture Group,809
Kleiner Perkins Caufield & Byers,809
Highland Capital Partners,809
Georgian Partners,810
Silver Lake,810
Presidio Ventures,810
Accel,811
Greycroft,811
Advancit Capital,811
Source Code Capital,812
XVC Venture Capital,812
Hillhouse Capital Management,812
Index Ventures,813
Sequoia Capital,813
Bezos Expeditions,813
Sequoia Capital China,814
Lenovo Capital and Incubator,814
Group GSR Ventures,814
GGV Capital,815
